"INDV1"	"INDV2"	"RELATEDNESS_PHI"
"407"	"Setophaga_graciae_MSB_12905564_NM"	"Setophaga_graciae_UWBM_114090_CHIH"	0.0235135
"1863"	"Setophaga_graciae_UWBM_114090_CHIH"	"Setophaga_graciae_MSB_12905564_NM"	0.0235135
"516"	"Setophaga_graciae_MSB_12905566_NM"	"Setophaga_graciae_UWBM_114127_CHIH"	0.0234992
"2024"	"Setophaga_graciae_UWBM_114127_CHIH"	"Setophaga_graciae_MSB_12905566_NM"	0.0234992
"515"	"Setophaga_graciae_MSB_12905566_NM"	"Setophaga_graciae_UWBM_114126_CHIH"	0.0234137
"1971"	"Setophaga_graciae_UWBM_114126_CHIH"	"Setophaga_graciae_MSB_12905566_NM"	0.0234137
"505"	"Setophaga_graciae_MSB_12905566_NM"	"Setophaga_graciae_UWBM_114019_DUR"	0.0229926
"1441"	"Setophaga_graciae_UWBM_114019_DUR"	"Setophaga_graciae_MSB_12905566_NM"	0.0229926
"272"	"Setophaga_graciae_KU_8199_SANA"	"Setophaga_graciae_KU_8218_SANA"	0.0227208
"324"	"Setophaga_graciae_KU_8218_SANA"	"Setophaga_graciae_KU_8199_SANA"	0.0227208
"408"	"Setophaga_graciae_MSB_12905564_NM"	"Setophaga_graciae_UWBM_114091_CHIH"	0.0226693
"1916"	"Setophaga_graciae_UWBM_114091_CHIH"	"Setophaga_graciae_MSB_12905564_NM"	0.0226693
"504"	"Setophaga_graciae_MSB_12905566_NM"	"Setophaga_graciae_UWBM_114012_DUR"	0.0225274
"1388"	"Setophaga_graciae_UWBM_114012_DUR"	"Setophaga_graciae_MSB_12905566_NM"	0.0225274
"513"	"Setophaga_graciae_MSB_12905566_NM"	"Setophaga_graciae_UWBM_114090_CHIH"	0.0222799
"1865"	"Setophaga_graciae_UWBM_114090_CHIH"	"Setophaga_graciae_MSB_12905566_NM"	0.0222799
"514"	"Setophaga_graciae_MSB_12905566_NM"	"Setophaga_graciae_UWBM_114091_CHIH"	0.0222296
"1918"	"Setophaga_graciae_UWBM_114091_CHIH"	"Setophaga_graciae_MSB_12905566_NM"	0.0222296
"502"	"Setophaga_graciae_MSB_12905566_NM"	"Setophaga_graciae_UWBM_113970_DUR"	0.0216273
"1282"	"Setophaga_graciae_UWBM_113970_DUR"	"Setophaga_graciae_MSB_12905566_NM"	0.0216273
"600"	"Setophaga_graciae_MSB_12905568_NM"	"Setophaga_graciae_UWBM_111891_NM"	0.0213557
"860"	"Setophaga_graciae_UWBM_111891_NM"	"Setophaga_graciae_MSB_12905568_NM"	0.0213557
"412"	"Setophaga_graciae_MSB_12905564_NM"	"Setophaga_graciae_UWBM_114282_NEV"	0.0212949
"2128"	"Setophaga_graciae_UWBM_114282_NEV"	"Setophaga_graciae_MSB_12905564_NM"	0.0212949
"735"	"Setophaga_graciae_UWBM_106758_NM"	"Setophaga_graciae_UWBM_77735_ARI"	0.0211929
"2399"	"Setophaga_graciae_UWBM_77735_ARI"	"Setophaga_graciae_UWBM_106758_NM"	0.0211929
"788"	"Setophaga_graciae_UWBM_106760_NM"	"Setophaga_graciae_UWBM_77735_ARI"	0.0208954
"2400"	"Setophaga_graciae_UWBM_77735_ARI"	"Setophaga_graciae_UWBM_106760_NM"	0.0208954
"2379"	"Setophaga_graciae_UWBM_77653_ARI"	"Setophaga_graciae_UWBM_84639_ARI"	0.0208629
"2483"	"Setophaga_graciae_UWBM_84639_ARI"	"Setophaga_graciae_UWBM_77653_ARI"	0.0208629
"682"	"Setophaga_graciae_UWBM_105736_ARI"	"Setophaga_graciae_UWBM_77735_ARI"	0.0205206
"2398"	"Setophaga_graciae_UWBM_77735_ARI"	"Setophaga_graciae_UWBM_105736_ARI"	0.0205206
"597"	"Setophaga_graciae_MSB_12905568_NM"	"Setophaga_graciae_UWBM_106758_NM"	0.0204318
"701"	"Setophaga_graciae_UWBM_106758_NM"	"Setophaga_graciae_MSB_12905568_NM"	0.0204318
"598"	"Setophaga_graciae_MSB_12905568_NM"	"Setophaga_graciae_UWBM_106760_NM"	0.0200821
"754"	"Setophaga_graciae_UWBM_106760_NM"	"Setophaga_graciae_MSB_12905568_NM"	0.0200821
"1201"	"Setophaga_graciae_UWBM_113059_CHI"	"Setophaga_graciae_UWBM_114089_CHIH"	0.02001
"1825"	"Setophaga_graciae_UWBM_114089_CHIH"	"Setophaga_graciae_UWBM_113059_CHI"	0.02001
"629"	"Setophaga_graciae_MSB_12905568_NM"	"Setophaga_graciae_UWBM_77735_ARI"	0.0200072
"2397"	"Setophaga_graciae_UWBM_77735_ARI"	"Setophaga_graciae_MSB_12905568_NM"	0.0200072
"601"	"Setophaga_graciae_MSB_12905568_NM"	"Setophaga_graciae_UWBM_111896_NM"	0.0199924
"913"	"Setophaga_graciae_UWBM_111896_NM"	"Setophaga_graciae_MSB_12905568_NM"	0.0199924
"2378"	"Setophaga_graciae_UWBM_77653_ARI"	"Setophaga_graciae_UWBM_77735_ARI"	0.0199674
"2430"	"Setophaga_graciae_UWBM_77735_ARI"	"Setophaga_graciae_UWBM_77653_ARI"	0.0199674
"518"	"Setophaga_graciae_MSB_12905566_NM"	"Setophaga_graciae_UWBM_114282_NEV"	0.0198474
"2130"	"Setophaga_graciae_UWBM_114282_NEV"	"Setophaga_graciae_MSB_12905566_NM"	0.0198474
"596"	"Setophaga_graciae_MSB_12905568_NM"	"Setophaga_graciae_UWBM_105736_ARI"	0.0196792
"648"	"Setophaga_graciae_UWBM_105736_ARI"	"Setophaga_graciae_MSB_12905568_NM"	0.0196792
"625"	"Setophaga_graciae_MSB_12905568_NM"	"Setophaga_graciae_UWBM_114424_NEV"	0.0196048
"2185"	"Setophaga_graciae_UWBM_114424_NEV"	"Setophaga_graciae_MSB_12905568_NM"	0.0196048
"599"	"Setophaga_graciae_MSB_12905568_NM"	"Setophaga_graciae_UWBM_108714_NEV"	0.0194341
"807"	"Setophaga_graciae_UWBM_108714_NEV"	"Setophaga_graciae_MSB_12905568_NM"	0.0194341
"2219"	"Setophaga_graciae_UWBM_114424_NEV"	"Setophaga_graciae_UWBM_77735_ARI"	0.0190598
"2427"	"Setophaga_graciae_UWBM_77735_ARI"	"Setophaga_graciae_UWBM_114424_NEV"	0.0190598
"118"	"Setophaga_graciae_DMNS_52524_COL"	"Setophaga_graciae_MSB_12905568_NM"	0.0189369
"586"	"Setophaga_graciae_MSB_12905568_NM"	"Setophaga_graciae_DMNS_52524_COL"	0.0189369
"616"	"Setophaga_graciae_MSB_12905568_NM"	"Setophaga_graciae_UWBM_114087_CHIH"	0.0186564
"1708"	"Setophaga_graciae_UWBM_114087_CHIH"	"Setophaga_graciae_MSB_12905568_NM"	0.0186564
"630"	"Setophaga_graciae_MSB_12905568_NM"	"Setophaga_graciae_UWBM_84639_ARI"	0.0186474
"2450"	"Setophaga_graciae_UWBM_84639_ARI"	"Setophaga_graciae_MSB_12905568_NM"	0.0186474
"623"	"Setophaga_graciae_MSB_12905568_NM"	"Setophaga_graciae_UWBM_114128_CHIH"	0.0183929
"2079"	"Setophaga_graciae_UWBM_114128_CHIH"	"Setophaga_graciae_MSB_12905568_NM"	0.0183929
"628"	"Setophaga_graciae_MSB_12905568_NM"	"Setophaga_graciae_UWBM_77653_ARI"	0.0183397
"2344"	"Setophaga_graciae_UWBM_77653_ARI"	"Setophaga_graciae_MSB_12905568_NM"	0.0183397
"1408"	"Setophaga_graciae_UWBM_114012_DUR"	"Setophaga_graciae_UWBM_114039_DUR"	0.0183297
"1564"	"Setophaga_graciae_UWBM_114039_DUR"	"Setophaga_graciae_UWBM_114012_DUR"	0.0183297
"1514"	"Setophaga_graciae_UWBM_114038_DUR"	"Setophaga_graciae_UWBM_114039_DUR"	0.0183086
"1566"	"Setophaga_graciae_UWBM_114039_DUR"	"Setophaga_graciae_UWBM_114038_DUR"	0.0183086
"88"	"Setophaga_graciae_CM_S9116_BEL"	"Setophaga_graciae_UWBM_114089_CHIH"	0.0182948
"1804"	"Setophaga_graciae_UWBM_114089_CHIH"	"Setophaga_graciae_CM_S9116_BEL"	0.0182948
"636"	"Setophaga_graciae_MSB_12905568_NM"	"Setophaga_graciae_UWBM_95850_ARI"	0.0182801
"2768"	"Setophaga_graciae_UWBM_95850_ARI"	"Setophaga_graciae_MSB_12905568_NM"	0.0182801
"2113"	"Setophaga_graciae_UWBM_114128_CHIH"	"Setophaga_graciae_UWBM_77735_ARI"	0.0182454
"2425"	"Setophaga_graciae_UWBM_77735_ARI"	"Setophaga_graciae_UWBM_114128_CHIH"	0.0182454
"617"	"Setophaga_graciae_MSB_12905568_NM"	"Setophaga_graciae_UWBM_114088_CHIH"	0.0182355
"1761"	"Setophaga_graciae_UWBM_114088_CHIH"	"Setophaga_graciae_MSB_12905568_NM"	0.0182355
"1254"	"Setophaga_graciae_UWBM_113126_CHI"	"Setophaga_graciae_UWBM_114089_CHIH"	0.0180738
"1826"	"Setophaga_graciae_UWBM_114089_CHIH"	"Setophaga_graciae_UWBM_113126_CHI"	0.0180738
"622"	"Setophaga_graciae_MSB_12905568_NM"	"Setophaga_graciae_UWBM_114127_CHIH"	0.0179996
"2026"	"Setophaga_graciae_UWBM_114127_CHIH"	"Setophaga_graciae_MSB_12905568_NM"	0.0179996
"621"	"Setophaga_graciae_MSB_12905568_NM"	"Setophaga_graciae_UWBM_114126_CHIH"	0.0179484
"1973"	"Setophaga_graciae_UWBM_114126_CHIH"	"Setophaga_graciae_MSB_12905568_NM"	0.0179484
"613"	"Setophaga_graciae_MSB_12905568_NM"	"Setophaga_graciae_UWBM_114039_DUR"	0.0178024
"1549"	"Setophaga_graciae_UWBM_114039_DUR"	"Setophaga_graciae_MSB_12905568_NM"	0.0178024
"1156"	"Setophaga_graciae_UWBM_112592_GUE"	"Setophaga_graciae_UWBM_115308_GUE"	0.0177805
"2248"	"Setophaga_graciae_UWBM_115308_GUE"	"Setophaga_graciae_UWBM_112592_GUE"	0.0177805
"152"	"Setophaga_graciae_DMNS_52524_COL"	"Setophaga_graciae_UWBM_77735_ARI"	0.0177701
"2388"	"Setophaga_graciae_UWBM_77735_ARI"	"Setophaga_graciae_DMNS_52524_COL"	0.0177701
"610"	"Setophaga_graciae_MSB_12905568_NM"	"Setophaga_graciae_UWBM_114012_DUR"	0.0177368
"1390"	"Setophaga_graciae_UWBM_114012_DUR"	"Setophaga_graciae_MSB_12905568_NM"	0.0177368
"704"	"Setophaga_graciae_UWBM_106758_NM"	"Setophaga_graciae_UWBM_106760_NM"	0.0177256
"756"	"Setophaga_graciae_UWBM_106760_NM"	"Setophaga_graciae_UWBM_106758_NM"	0.0177256
"615"	"Setophaga_graciae_MSB_12905568_NM"	"Setophaga_graciae_UWBM_114047_DUR"	0.0177189
"1655"	"Setophaga_graciae_UWBM_114047_DUR"	"Setophaga_graciae_MSB_12905568_NM"	0.0177189
"620"	"Setophaga_graciae_MSB_12905568_NM"	"Setophaga_graciae_UWBM_114091_CHIH"	0.0177047
"1920"	"Setophaga_graciae_UWBM_114091_CHIH"	"Setophaga_graciae_MSB_12905568_NM"	0.0177047
"612"	"Setophaga_graciae_MSB_12905568_NM"	"Setophaga_graciae_UWBM_114038_DUR"	0.0175621
"1496"	"Setophaga_graciae_UWBM_114038_DUR"	"Setophaga_graciae_MSB_12905568_NM"	0.0175621
"706"	"Setophaga_graciae_UWBM_106758_NM"	"Setophaga_graciae_UWBM_111891_NM"	0.0175391
"862"	"Setophaga_graciae_UWBM_111891_NM"	"Setophaga_graciae_UWBM_106758_NM"	0.0175391
"1516"	"Setophaga_graciae_UWBM_114038_DUR"	"Setophaga_graciae_UWBM_114047_DUR"	0.0173671
"1672"	"Setophaga_graciae_UWBM_114047_DUR"	"Setophaga_graciae_UWBM_114038_DUR"	0.0173671
"619"	"Setophaga_graciae_MSB_12905568_NM"	"Setophaga_graciae_UWBM_114090_CHIH"	0.017227
"1867"	"Setophaga_graciae_UWBM_114090_CHIH"	"Setophaga_graciae_MSB_12905568_NM"	0.017227
"841"	"Setophaga_graciae_UWBM_108714_NEV"	"Setophaga_graciae_UWBM_77735_ARI"	0.0172255
"2401"	"Setophaga_graciae_UWBM_77735_ARI"	"Setophaga_graciae_UWBM_108714_NEV"	0.0172255
"611"	"Setophaga_graciae_MSB_12905568_NM"	"Setophaga_graciae_UWBM_114019_DUR"	0.017126
"1443"	"Setophaga_graciae_UWBM_114019_DUR"	"Setophaga_graciae_MSB_12905568_NM"	0.017126
"1789"	"Setophaga_graciae_UWBM_114088_CHIH"	"Setophaga_graciae_UWBM_114128_CHIH"	0.0170942
"2101"	"Setophaga_graciae_UWBM_114128_CHIH"	"Setophaga_graciae_UWBM_114088_CHIH"	0.0170942
"614"	"Setophaga_graciae_MSB_12905568_NM"	"Setophaga_graciae_UWBM_114046_DUR"	0.0170892
"1602"	"Setophaga_graciae_UWBM_114046_DUR"	"Setophaga_graciae_MSB_12905568_NM"	0.0170892
"1795"	"Setophaga_graciae_UWBM_114088_CHIH"	"Setophaga_graciae_UWBM_77735_ARI"	0.0170564
"2419"	"Setophaga_graciae_UWBM_77735_ARI"	"Setophaga_graciae_UWBM_114088_CHIH"	0.0170564
"624"	"Setophaga_graciae_MSB_12905568_NM"	"Setophaga_graciae_UWBM_114282_NEV"	0.0169917
"2132"	"Setophaga_graciae_UWBM_114282_NEV"	"Setophaga_graciae_MSB_12905568_NM"	0.0169917
"2540"	"Setophaga_graciae_UWBM_93801_CPN"	"Setophaga_graciae_UWBM_93805_CPN"	0.0169464
"2592"	"Setophaga_graciae_UWBM_93805_CPN"	"Setophaga_graciae_UWBM_93801_CPN"	0.0169464
"1424"	"Setophaga_graciae_UWBM_114012_DUR"	"Setophaga_graciae_UWBM_77735_ARI"	0.0168844
"2412"	"Setophaga_graciae_UWBM_77735_ARI"	"Setophaga_graciae_UWBM_114012_DUR"	0.0168844
"441"	"Setophaga_graciae_MSB_12905565_NM"	"Setophaga_graciae_UWBM_111891_NM"	0.0167387
"857"	"Setophaga_graciae_UWBM_111891_NM"	"Setophaga_graciae_MSB_12905565_NM"	0.0167387
"2007"	"Setophaga_graciae_UWBM_114126_CHIH"	"Setophaga_graciae_UWBM_77735_ARI"	0.016727
"2423"	"Setophaga_graciae_UWBM_77735_ARI"	"Setophaga_graciae_UWBM_114126_CHIH"	0.016727
"608"	"Setophaga_graciae_MSB_12905568_NM"	"Setophaga_graciae_UWBM_113970_DUR"	0.0166917
"1284"	"Setophaga_graciae_UWBM_113970_DUR"	"Setophaga_graciae_MSB_12905568_NM"	0.0166917
"2432"	"Setophaga_graciae_UWBM_77735_ARI"	"Setophaga_graciae_UWBM_84639_ARI"	0.0166862
"2484"	"Setophaga_graciae_UWBM_84639_ARI"	"Setophaga_graciae_UWBM_77735_ARI"	0.0166862
"653"	"Setophaga_graciae_UWBM_105736_ARI"	"Setophaga_graciae_UWBM_111891_NM"	0.0162547
"861"	"Setophaga_graciae_UWBM_111891_NM"	"Setophaga_graciae_UWBM_105736_ARI"	0.0162547
"1530"	"Setophaga_graciae_UWBM_114038_DUR"	"Setophaga_graciae_UWBM_77735_ARI"	0.016197
"2414"	"Setophaga_graciae_UWBM_77735_ARI"	"Setophaga_graciae_UWBM_114038_DUR"	0.016197
"438"	"Setophaga_graciae_MSB_12905565_NM"	"Setophaga_graciae_UWBM_106758_NM"	0.0161243
"698"	"Setophaga_graciae_UWBM_106758_NM"	"Setophaga_graciae_MSB_12905565_NM"	0.0161243
"300"	"Setophaga_graciae_KU_8199_SANA"	"Setophaga_graciae_UWBM_114089_CHIH"	0.0159914
"1808"	"Setophaga_graciae_UWBM_114089_CHIH"	"Setophaga_graciae_KU_8199_SANA"	0.0159914
"1477"	"Setophaga_graciae_UWBM_114019_DUR"	"Setophaga_graciae_UWBM_77735_ARI"	0.0159434
"2413"	"Setophaga_graciae_UWBM_77735_ARI"	"Setophaga_graciae_UWBM_114019_DUR"	0.0159434
"1689"	"Setophaga_graciae_UWBM_114047_DUR"	"Setophaga_graciae_UWBM_77735_ARI"	0.0158985
"2417"	"Setophaga_graciae_UWBM_77735_ARI"	"Setophaga_graciae_UWBM_114047_DUR"	0.0158985
"1410"	"Setophaga_graciae_UWBM_114012_DUR"	"Setophaga_graciae_UWBM_114047_DUR"	0.0158654
"1670"	"Setophaga_graciae_UWBM_114047_DUR"	"Setophaga_graciae_UWBM_114012_DUR"	0.0158654
"2543"	"Setophaga_graciae_UWBM_93801_CPN"	"Setophaga_graciae_UWBM_93808_CPN"	0.0158553
"2751"	"Setophaga_graciae_UWBM_93808_CPN"	"Setophaga_graciae_UWBM_93801_CPN"	0.0158553
"437"	"Setophaga_graciae_MSB_12905565_NM"	"Setophaga_graciae_UWBM_105736_ARI"	0.0158128
"645"	"Setophaga_graciae_UWBM_105736_ARI"	"Setophaga_graciae_MSB_12905565_NM"	0.0158128
"470"	"Setophaga_graciae_MSB_12905565_NM"	"Setophaga_graciae_UWBM_77735_ARI"	0.0157992
"2394"	"Setophaga_graciae_UWBM_77735_ARI"	"Setophaga_graciae_MSB_12905565_NM"	0.0157992
"1854"	"Setophaga_graciae_UWBM_114089_CHIH"	"Setophaga_graciae_UWBM_93808_CPN"	0.0157924
"2738"	"Setophaga_graciae_UWBM_93808_CPN"	"Setophaga_graciae_UWBM_114089_CHIH"	0.0157924
"1568"	"Setophaga_graciae_UWBM_114039_DUR"	"Setophaga_graciae_UWBM_114046_DUR"	0.0156679
"1620"	"Setophaga_graciae_UWBM_114046_DUR"	"Setophaga_graciae_UWBM_114039_DUR"	0.0156679
"1850"	"Setophaga_graciae_UWBM_114089_CHIH"	"Setophaga_graciae_UWBM_93801_CPN"	0.0156658
"2526"	"Setophaga_graciae_UWBM_93801_CPN"	"Setophaga_graciae_UWBM_114089_CHIH"	0.0156658
"1463"	"Setophaga_graciae_UWBM_114019_DUR"	"Setophaga_graciae_UWBM_114047_DUR"	0.0156362
"1671"	"Setophaga_graciae_UWBM_114047_DUR"	"Setophaga_graciae_UWBM_114019_DUR"	0.0156362
"353"	"Setophaga_graciae_KU_8218_SANA"	"Setophaga_graciae_UWBM_114089_CHIH"	0.0156098
"1809"	"Setophaga_graciae_UWBM_114089_CHIH"	"Setophaga_graciae_KU_8218_SANA"	0.0156098
"1412"	"Setophaga_graciae_UWBM_114012_DUR"	"Setophaga_graciae_UWBM_114088_CHIH"	0.0156045
"1776"	"Setophaga_graciae_UWBM_114088_CHIH"	"Setophaga_graciae_UWBM_114012_DUR"	0.0156045
"1407"	"Setophaga_graciae_UWBM_114012_DUR"	"Setophaga_graciae_UWBM_114038_DUR"	0.0155384
"1511"	"Setophaga_graciae_UWBM_114038_DUR"	"Setophaga_graciae_UWBM_114012_DUR"	0.0155384
"439"	"Setophaga_graciae_MSB_12905565_NM"	"Setophaga_graciae_UWBM_106760_NM"	0.0155246
"751"	"Setophaga_graciae_UWBM_106760_NM"	"Setophaga_graciae_MSB_12905565_NM"	0.0155246
"2438"	"Setophaga_graciae_UWBM_77735_ARI"	"Setophaga_graciae_UWBM_95850_ARI"	0.0154635
"2802"	"Setophaga_graciae_UWBM_95850_ARI"	"Setophaga_graciae_UWBM_77735_ARI"	0.0154635
"2054"	"Setophaga_graciae_UWBM_114127_CHIH"	"Setophaga_graciae_UWBM_114128_CHIH"	0.0154437
"2106"	"Setophaga_graciae_UWBM_114128_CHIH"	"Setophaga_graciae_UWBM_114127_CHIH"	0.0154437
"466"	"Setophaga_graciae_MSB_12905565_NM"	"Setophaga_graciae_UWBM_114424_NEV"	0.0153926
"2182"	"Setophaga_graciae_UWBM_114424_NEV"	"Setophaga_graciae_MSB_12905565_NM"	0.0153926
"115"	"Setophaga_graciae_DMNS_52524_COL"	"Setophaga_graciae_MSB_12905565_NM"	0.0153082
"427"	"Setophaga_graciae_MSB_12905565_NM"	"Setophaga_graciae_DMNS_52524_COL"	0.0153082
"458"	"Setophaga_graciae_MSB_12905565_NM"	"Setophaga_graciae_UWBM_114088_CHIH"	0.0152863
"1758"	"Setophaga_graciae_UWBM_114088_CHIH"	"Setophaga_graciae_MSB_12905565_NM"	0.0152863
"1851"	"Setophaga_graciae_UWBM_114089_CHIH"	"Setophaga_graciae_UWBM_93805_CPN"	0.0152478
"2579"	"Setophaga_graciae_UWBM_93805_CPN"	"Setophaga_graciae_UWBM_114089_CHIH"	0.0152478
"442"	"Setophaga_graciae_MSB_12905565_NM"	"Setophaga_graciae_UWBM_111896_NM"	0.0152463
"910"	"Setophaga_graciae_UWBM_111896_NM"	"Setophaga_graciae_MSB_12905565_NM"	0.0152463
"451"	"Setophaga_graciae_MSB_12905565_NM"	"Setophaga_graciae_UWBM_114012_DUR"	0.0152368
"1387"	"Setophaga_graciae_UWBM_114012_DUR"	"Setophaga_graciae_MSB_12905565_NM"	0.0152368
"1583"	"Setophaga_graciae_UWBM_114039_DUR"	"Setophaga_graciae_UWBM_77735_ARI"	0.0152193
"2415"	"Setophaga_graciae_UWBM_77735_ARI"	"Setophaga_graciae_UWBM_114039_DUR"	0.0152193
"464"	"Setophaga_graciae_MSB_12905565_NM"	"Setophaga_graciae_UWBM_114128_CHIH"	0.015218
"2076"	"Setophaga_graciae_UWBM_114128_CHIH"	"Setophaga_graciae_MSB_12905565_NM"	0.015218
"2001"	"Setophaga_graciae_UWBM_114126_CHIH"	"Setophaga_graciae_UWBM_114128_CHIH"	0.0151479
"2105"	"Setophaga_graciae_UWBM_114128_CHIH"	"Setophaga_graciae_UWBM_114126_CHIH"	0.0151479
"1853"	"Setophaga_graciae_UWBM_114089_CHIH"	"Setophaga_graciae_UWBM_93807_CPN"	0.0151376
"2685"	"Setophaga_graciae_UWBM_93807_CPN"	"Setophaga_graciae_UWBM_114089_CHIH"	0.0151376
"457"	"Setophaga_graciae_MSB_12905565_NM"	"Setophaga_graciae_UWBM_114087_CHIH"	0.0151186
"1705"	"Setophaga_graciae_UWBM_114087_CHIH"	"Setophaga_graciae_MSB_12905565_NM"	0.0151186
"2060"	"Setophaga_graciae_UWBM_114127_CHIH"	"Setophaga_graciae_UWBM_77735_ARI"	0.015039
"2424"	"Setophaga_graciae_UWBM_77735_ARI"	"Setophaga_graciae_UWBM_114127_CHIH"	0.015039
"471"	"Setophaga_graciae_MSB_12905565_NM"	"Setophaga_graciae_UWBM_84639_ARI"	0.0149996
"2447"	"Setophaga_graciae_UWBM_84639_ARI"	"Setophaga_graciae_MSB_12905565_NM"	0.0149996
"456"	"Setophaga_graciae_MSB_12905565_NM"	"Setophaga_graciae_UWBM_114047_DUR"	0.0149662
"1652"	"Setophaga_graciae_UWBM_114047_DUR"	"Setophaga_graciae_MSB_12905565_NM"	0.0149662
"453"	"Setophaga_graciae_MSB_12905565_NM"	"Setophaga_graciae_UWBM_114038_DUR"	0.0149241
"1493"	"Setophaga_graciae_UWBM_114038_DUR"	"Setophaga_graciae_MSB_12905565_NM"	0.0149241
"469"	"Setophaga_graciae_MSB_12905565_NM"	"Setophaga_graciae_UWBM_77653_ARI"	0.0149039
"2341"	"Setophaga_graciae_UWBM_77653_ARI"	"Setophaga_graciae_MSB_12905565_NM"	0.0149039
"477"	"Setophaga_graciae_MSB_12905565_NM"	"Setophaga_graciae_UWBM_95850_ARI"	0.0148871
"2765"	"Setophaga_graciae_UWBM_95850_ARI"	"Setophaga_graciae_MSB_12905565_NM"	0.0148871
"452"	"Setophaga_graciae_MSB_12905565_NM"	"Setophaga_graciae_UWBM_114019_DUR"	0.0148363
"1440"	"Setophaga_graciae_UWBM_114019_DUR"	"Setophaga_graciae_MSB_12905565_NM"	0.0148363
"454"	"Setophaga_graciae_MSB_12905565_NM"	"Setophaga_graciae_UWBM_114039_DUR"	0.014808
"1546"	"Setophaga_graciae_UWBM_114039_DUR"	"Setophaga_graciae_MSB_12905565_NM"	0.014808
"1852"	"Setophaga_graciae_UWBM_114089_CHIH"	"Setophaga_graciae_UWBM_93806_CPN"	0.0147947
"2632"	"Setophaga_graciae_UWBM_93806_CPN"	"Setophaga_graciae_UWBM_114089_CHIH"	0.0147947
"1418"	"Setophaga_graciae_UWBM_114012_DUR"	"Setophaga_graciae_UWBM_114128_CHIH"	0.0147838
"2094"	"Setophaga_graciae_UWBM_114128_CHIH"	"Setophaga_graciae_UWBM_114012_DUR"	0.0147838
"455"	"Setophaga_graciae_MSB_12905565_NM"	"Setophaga_graciae_UWBM_114046_DUR"	0.0147724
"1599"	"Setophaga_graciae_UWBM_114046_DUR"	"Setophaga_graciae_MSB_12905565_NM"	0.0147724
"1406"	"Setophaga_graciae_UWBM_114012_DUR"	"Setophaga_graciae_UWBM_114019_DUR"	0.0147714
"1458"	"Setophaga_graciae_UWBM_114019_DUR"	"Setophaga_graciae_UWBM_114012_DUR"	0.0147714
"440"	"Setophaga_graciae_MSB_12905565_NM"	"Setophaga_graciae_UWBM_108714_NEV"	0.0147303
"804"	"Setophaga_graciae_UWBM_108714_NEV"	"Setophaga_graciae_MSB_12905565_NM"	0.0147303
"462"	"Setophaga_graciae_MSB_12905565_NM"	"Setophaga_graciae_UWBM_114126_CHIH"	0.0147206
"1970"	"Setophaga_graciae_UWBM_114126_CHIH"	"Setophaga_graciae_MSB_12905565_NM"	0.0147206
"460"	"Setophaga_graciae_MSB_12905565_NM"	"Setophaga_graciae_UWBM_114090_CHIH"	0.0146397
"1864"	"Setophaga_graciae_UWBM_114090_CHIH"	"Setophaga_graciae_MSB_12905565_NM"	0.0146397
"465"	"Setophaga_graciae_MSB_12905565_NM"	"Setophaga_graciae_UWBM_114282_NEV"	0.0146264
"2129"	"Setophaga_graciae_UWBM_114282_NEV"	"Setophaga_graciae_MSB_12905565_NM"	0.0146264
"2595"	"Setophaga_graciae_UWBM_93805_CPN"	"Setophaga_graciae_UWBM_93807_CPN"	0.0145461
"2699"	"Setophaga_graciae_UWBM_93807_CPN"	"Setophaga_graciae_UWBM_93805_CPN"	0.0145461
"463"	"Setophaga_graciae_MSB_12905565_NM"	"Setophaga_graciae_UWBM_114127_CHIH"	0.0145066
"2023"	"Setophaga_graciae_UWBM_114127_CHIH"	"Setophaga_graciae_MSB_12905565_NM"	0.0145066
"1304"	"Setophaga_graciae_UWBM_113970_DUR"	"Setophaga_graciae_UWBM_114047_DUR"	0.0144804
"1668"	"Setophaga_graciae_UWBM_114047_DUR"	"Setophaga_graciae_UWBM_113970_DUR"	0.0144804
"1787"	"Setophaga_graciae_UWBM_114088_CHIH"	"Setophaga_graciae_UWBM_114126_CHIH"	0.0143882
"1995"	"Setophaga_graciae_UWBM_114126_CHIH"	"Setophaga_graciae_UWBM_114088_CHIH"	0.0143882
"1636"	"Setophaga_graciae_UWBM_114046_DUR"	"Setophaga_graciae_UWBM_77735_ARI"	0.0143752
"2416"	"Setophaga_graciae_UWBM_77735_ARI"	"Setophaga_graciae_UWBM_114046_DUR"	0.0143752
"461"	"Setophaga_graciae_MSB_12905565_NM"	"Setophaga_graciae_UWBM_114091_CHIH"	0.0143233
"1917"	"Setophaga_graciae_UWBM_114091_CHIH"	"Setophaga_graciae_MSB_12905565_NM"	0.0143233
"1677"	"Setophaga_graciae_UWBM_114047_DUR"	"Setophaga_graciae_UWBM_114088_CHIH"	0.0142911
"1781"	"Setophaga_graciae_UWBM_114088_CHIH"	"Setophaga_graciae_UWBM_114047_DUR"	0.0142911
"2596"	"Setophaga_graciae_UWBM_93805_CPN"	"Setophaga_graciae_UWBM_93808_CPN"	0.0142876
"2752"	"Setophaga_graciae_UWBM_93808_CPN"	"Setophaga_graciae_UWBM_93805_CPN"	0.0142876
"2541"	"Setophaga_graciae_UWBM_93801_CPN"	"Setophaga_graciae_UWBM_93806_CPN"	0.0142437
"2645"	"Setophaga_graciae_UWBM_93806_CPN"	"Setophaga_graciae_UWBM_93801_CPN"	0.0142437
